City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,almodovar,37.4959,-8.0937,23.13,53,97,2.39,PT,2024-08-26 19:56:54
282,praia da vitoria,38.7333,-27.0667,28.14,69,20,3.8,PT,2024-08-26 19:56:56
283,ghadamis,30.1337,9.5007,35.21,19,95,4.28,LY,2024-08-26 19:56:57
284,sainyabuli,19.25,101.75,23.08,100,100,0.38,LA,2024-08-26 19:56:59
285,guaruja,-23.9931,-46.2564,15.92,26,75,3.09,BR,2024-08-26 19:52:53
286,illizi,26.4833,8.4667,32.85,17,0,2.52,DZ,2024-08-26 19:57:01
287,cill airne,52.05,-9.5167,16.05,99,100,3.28,IE,2024-08-26 19:57:03
288,sayansk,54.1088,102.1648,13.06,76,100,0.98,RU,2024-08-26 19:57:04
289,malango,-2.9627,119.9001,18.22,99,100,1.0,ID,2024-08-26 19:57:06
290,covington,39.0837,-84.5086,35.94,41,20,2.57,US,2024-08-26 19:57:07
291,barakani,-12.1356,44.4317,25.0,79,41,1.94,KM,2024-08-26 19:57:09
292,oruro,-17.9833,-67.15,20.27,18,20,3.09,BO,2024-08-26 19:57:10
293,selfoss,63.9331,-20.9971,10.02,83,94,2.67,IS,2024-08-26 19:57:11
294,tsiombe,-25.3,45.4833,19.95,67,0,1.56,MG,2024-08-26 19:57:13
295,utrik,11.2278,169.8474,28.87,71,90,8.52,MH,2024-08-26 19:57:14
296,kerikeri,-35.2268,173.9474,14.95,91,100,4.02,NZ,2024-08-26 19:57:16
297,nyaunglebin,17.95,96.7333,24.31,95,100,1.28,MM,2024-08-26 19:57:17
298,zurrieq,35.8311,14.4742,26.73,74,0,2.57,MT,2024-08-26 19:57:19
299,lucas,41.6501,-83.6666,33.98,40,0,4.12,US,2024-08-26 19:57:21
300,phang nga,8.4509,98.5298,23.41,97,64,1.49,TH,2024-08-26 19:57:22
301,daru,-9.0763,143.2092,25.24,79,100,6.06,PG,2024-08-26 19:57:24
302,reftinskiy,57.0901,61.6769,13.03,77,52,1.95,RU,2024-08-26 19:57:25
303,trairi,-3.2778,-39.2689,26.17,73,53,6.06,BR,2024-08-26 19:56:29
304,brisas de zicatela,15.8369,-97.0419,30.64,68,100,3.04,MX,2024-08-26 19:57:28
305,calvinia,-31.4707,19.776,10.19,81,100,8.36,ZA,2024-08-26 19:57:29
306,kirov,58.5966,49.6601,15.58,70,55,1.8,RU,2024-08-26 19:55:48
307,sultanah,24.4926,39.5857,34.25,38,20,2.57,SA,2024-08-26 19:57:32
308,hammerfest,70.6634,23.6821,15.25,58,100,6.17,NO,2024-08-26 19:57:34
309,salavan,15.7167,106.4167,22.61,97,55,1.25,LA,2024-08-26 19:57:35
310,phalodi,27.1333,72.3667,28.12,76,100,7.99,IN,2024-08-26 19:57:37
311,chinchilla,-26.75,150.6333,13.9,93,2,3.22,AU,2024-08-26 19:57:39
312,howrah,22.5892,88.3103,27.0,94,100,3.09,IN,2024-08-26 19:57:40
313,doka,13.5167,35.7667,20.55,96,100,4.47,SD,2024-08-26 19:57:42
314,pisco,-13.7,-76.2167,21.03,64,0,8.23,PE,2024-08-26 19:57:43
315,pioner,55.3166,85.9508,11.69,100,0,4.0,RU,2024-08-26 19:57:45
316,sisimiut,66.9395,-53.6735,4.63,97,100,2.58,GL,2024-08-26 19:55:51
317,santa ana,33.7456,-117.8678,32.59,41,20,4.12,US,2024-08-26 19:53:45
318,bilibino,68.0546,166.4372,9.02,60,90,1.25,RU,2024-08-26 19:57:49
319,nouadhibou,20.931,-17.0347,24.34,87,100,4.32,MR,2024-08-26 19:57:50
320,abepura,-2.6333,140.5833,24.45,94,40,1.03,ID,2024-08-26 19:57:52
321,sault ste. marie,46.5168,-84.3333,30.9,58,100,3.6,CA,2024-08-26 19:53:38
322,vershino-darasunskiy,52.35,115.5167,11.32,66,100,1.22,RU,2024-08-26 19:57:54
323,touggourt,33.1053,6.058,37.06,22,0,2.57,DZ,2024-08-26 19:57:56
324,kismayo,-0.3582,42.5454,25.45,80,100,5.62,SO,2024-08-26 19:57:57
325,ola,59.5833,151.2833,11.16,89,100,4.24,RU,2024-08-26 19:57:59
326,salinopolis,-0.6136,-47.3561,27.96,75,71,3.69,BR,2024-08-26 19:58:00
327,gorokhovets,56.1947,42.7003,18.61,79,5,1.45,RU,2024-08-26 19:58:02
328,elliot lake,46.3834,-82.6331,27.53,57,17,3.43,CA,2024-08-26 19:58:03
329,borgarnes,64.5383,-21.9206,9.88,78,100,1.26,IS,2024-08-26 19:58:04
330,vorgashor,67.5833,63.95,11.46,86,99,4.08,RU,2024-08-26 19:58:06
331,hasaki,35.7333,140.8333,26.64,86,42,7.26,JP,2024-08-26 19:58:07
332,sredniy,52.89,103.5,14.94,92,100,1.29,RU,2024-08-26 19:58:09
333,taixing,32.1667,120.0136,26.89,89,100,3.33,CN,2024-08-26 19:58:10
334,lata,40.1629,-8.3327,16.26,60,83,1.18,PT,2024-08-26 19:58:11
335,wotho,10.1657,166.0102,28.36,80,97,7.7,MH,2024-08-26 19:58:13
336,independence,39.0911,-94.4155,39.88,39,0,2.57,US,2024-08-26 19:58:14
337,iuna,-20.3458,-41.5358,15.19,90,96,2.6,BR,2024-08-26 19:58:16
338,nogliki,51.8333,143.1667,13.33,95,82,2.76,RU,2024-08-26 19:58:17
339,birao,10.2849,22.7882,22.76,94,96,1.53,CF,2024-08-26 19:58:19
340,st. john's,47.5649,-52.7093,26.66,51,100,6.17,CA,2024-08-26 19:58:20
341,pochinki,54.6988,44.8668,18.56,72,3,1.94,RU,2024-08-26 19:58:22
342,santiago de cao,-7.9589,-79.2392,18.07,88,100,4.63,PE,2024-08-26 19:58:23
343,al kharijah,25.4514,30.5464,35.06,22,41,1.85,EG,2024-08-26 19:58:24
344,lesnoy,57.6198,63.0784,13.4,77,87,1.94,RU,2024-08-26 19:58:26
345,tromso,69.6496,18.957,12.01,76,75,8.75,NO,2024-08-26 19:58:27
346,shevchenko,48.5,35.0,27.68,28,12,4.02,UA,2024-08-26 19:56:18
347,buala,-8.145,159.5921,24.7,93,100,3.15,SB,2024-08-26 19:58:30
348,iquique,-20.2208,-70.1431,16.83,77,27,3.03,CL,2024-08-26 19:58:31
349,cadale,2.7603,46.3222,25.7,83,5,7.97,SO,2024-08-26 19:58:33
350,san patricio,28.017,-97.5169,32.37,45,100,5.87,US,2024-08-26 19:58:34
351,kununurra,-15.7667,128.7333,18.99,94,12,0.0,AU,2024-08-26 19:58:36
352,suchindram,8.15,77.4833,25.94,84,100,5.09,IN,2024-08-26 19:58:37
353,gaiman,-43.2897,-65.4929,17.11,28,83,6.71,AR,2024-08-26 19:58:39
354,palikir - national government center,6.9248,158.1611,28.69,72,73,3.02,FM,2024-08-26 19:58:40
355,zheleznodorozhnyy,55.7503,38.0042,19.75,60,0,1.5,RU,2024-08-26 19:58:41
356,kyshtovka,56.555,76.6271,11.53,94,88,2.76,RU,2024-08-26 19:58:43
357,ratzeburg,53.7,10.7667,16.94,68,0,1.03,DE,2024-08-26 19:58:44
358,stornoway,58.2093,-6.3865,12.98,87,100,6.17,GB,2024-08-26 19:58:46
359,waingapu,-9.6567,120.2641,23.43,68,100,1.98,ID,2024-08-26 19:58:47
360,fortuna,40.5982,-124.1573,21.51,76,0,4.63,US,2024-08-26 19:58:49
361,tvoroyri,61.5556,-6.8111,11.07,78,100,5.04,FO,2024-08-26 19:58:50
362,chulym,55.0997,80.9572,12.29,98,100,3.19,RU,2024-08-26 19:58:51
363,maceio,-9.6658,-35.7353,26.69,69,20,5.66,BR,2024-08-26 19:54:05
364,ihosy,-22.4,46.1167,14.22,94,36,3.03,MG,2024-08-26 19:58:54
365,kalabo,-14.97,22.6814,19.26,17,9,2.22,ZM,2024-08-26 19:58:55
366,kabompo,-13.5927,24.2008,17.61,22,2,2.62,ZM,2024-08-26 19:58:57
367,nelson bay,-32.7167,152.15,13.33,78,0,3.13,AU,2024-08-26 19:58:58
368,pandan,14.0453,124.1694,27.4,82,100,2.64,PH,2024-08-26 19:59:00
369,diego de almagro,-26.3667,-70.05,24.76,17,0,4.25,CL,2024-08-26 19:59:01
370,usogorsk,63.4106,48.6872,18.11,92,99,1.76,RU,2024-08-26 19:59:03
371,chonchi,-42.6128,-73.8092,10.07,59,54,2.68,CL,2024-08-26 19:59:04
372,tocopilla,-22.092,-70.1979,18.46,71,20,4.71,CL,2024-08-26 19:48:33
373,portland,45.5234,-122.6762,27.87,49,11,1.34,US,2024-08-26 19:58:40
374,gogrial,8.5332,28.1004,22.28,96,99,1.97,SS,2024-08-26 19:59:09
375,buka,40.8108,69.1986,18.87,24,0,1.73,UZ,2024-08-26 19:59:10
376,kijang,35.2442,129.2139,24.85,87,98,2.35,KR,2024-08-26 19:59:11
377,qurayyat,31.3318,37.3428,31.1,16,40,4.12,SA,2024-08-26 19:59:13
378,ndjole,-0.1783,10.7649,26.51,70,46,3.21,GA,2024-08-26 19:59:15
379,newman,37.3138,-121.0208,32.25,15,6,1.02,US,2024-08-26 19:59:16
380,susanville,40.4163,-120.653,23.23,30,4,2.24,US,2024-08-26 19:59:18
381,gazli,40.1333,63.45,25.86,17,4,6.54,UZ,2024-08-26 19:59:19
382,aransas pass,27.9095,-97.15,30.0,74,0,6.69,US,2024-08-26 19:59:21
383,gadzhiyevo,69.2551,33.3362,14.9,56,99,11.0,RU,2024-08-26 19:59:22
384,celestun,20.8667,-90.4,30.58,65,43,5.33,MX,2024-08-26 19:59:24
385,buritizeiro,-17.3511,-44.9622,32.4,23,0,0.69,BR,2024-08-26 19:59:25
386,palafrugell,41.9174,3.1631,24.08,47,51,2.85,ES,2024-08-26 19:58:23
387,ar rutbah,33.0381,40.2848,32.22,21,6,3.54,IQ,2024-08-26 19:59:28
388,cheremkhovo,53.1561,103.0675,14.12,90,100,0.65,RU,2024-08-26 19:59:30
389,puerto baquerizo moreno,-0.9,-89.6,23.55,69,75,7.2,EC,2024-08-26 19:59:31
390,fort st. john,56.2499,-120.8529,19.94,60,75,4.12,CA,2024-08-26 19:55:51
391,safi,32.1667,-8.8333,23.9,47,0,3.67,MA,2024-08-26 19:59:34
392,hilo,19.7297,-155.09,25.53,96,100,2.57,US,2024-08-26 19:59:35
393,nova sintra,14.8667,-24.7167,26.26,71,18,1.48,CV,2024-08-26 19:59:37
394,cabo san lucas,22.8909,-109.9124,30.59,54,42,4.2,MX,2024-08-26 19:59:38
395,ciudad acuna,29.3232,-100.9522,35.73,36,40,2.68,MX,2024-08-26 19:59:40
396,imuris,30.7833,-110.8667,34.23,29,18,0.96,MX,2024-08-26 19:59:41
397,khovd,48.0056,91.6419,16.51,41,4,1.68,MN,2024-08-26 19:59:44
398,tarauaca,-8.1614,-70.7656,33.01,26,0,1.72,BR,2024-08-26 19:59:45
399,fale old settlement,-9.3852,-171.2468,28.19,73,96,5.96,TK,2024-08-26 19:59:47
400,carbonear,47.7332,-53.2148,24.1,65,100,3.83,CA,2024-08-26 19:59:48
401,calatagan,13.8833,120.65,27.08,84,100,4.57,PH,2024-08-26 19:59:50
402,lamu,-2.2717,40.902,24.67,85,60,5.35,KE,2024-08-26 19:59:51
403,woolgoolga,-30.1106,153.2007,14.47,89,0,2.29,AU,2024-08-26 19:59:53
404,gryfice,53.9165,15.2003,18.35,48,97,2.45,PL,2024-08-26 19:59:28
405,suoyarvi,62.0833,32.35,11.92,84,83,3.04,RU,2024-08-26 19:59:55
406,san matias,-16.3667,-58.4,29.13,19,0,2.02,BO,2024-08-26 19:59:57
407,puro,12.4841,123.3827,27.39,84,100,4.96,PH,2024-08-26 19:59:58
408,cabinda,-5.55,12.2,23.08,83,75,3.09,AO,2024-08-26 20:00:00
409,miyaly,48.8844,53.7836,24.66,45,7,6.73,KZ,2024-08-26 20:00:01
410,tura,25.5198,90.2201,24.08,92,100,2.5,IN,2024-08-26 20:00:03
411,al hufuf,25.3646,49.5653,37.19,44,0,0.0,SA,2024-08-26 20:00:04
412,chokwe,-24.5333,32.9833,22.81,35,0,3.07,MZ,2024-08-26 20:00:05
413,catriel,-37.8791,-67.7956,18.81,24,0,2.4,AR,2024-08-26 20:00:02
414,vilhena,-12.7406,-60.1458,29.12,32,100,3.09,BR,2024-08-26 20:00:08
415,sogod,10.3847,124.9814,25.53,90,76,0.34,PH,2024-08-26 20:00:10
416,greenland,43.0362,-70.8328,25.02,79,75,3.6,US,2024-08-26 20:00:11
417,tommot,58.9564,126.2925,11.42,92,100,1.49,RU,2024-08-26 20:00:12
418,baikonur,45.6167,63.3167,23.65,37,11,4.03,KZ,2024-08-26 20:00:14
419,robertson,36.5167,-86.8667,36.4,29,0,2.06,US,2024-08-26 20:00:15
420,mercedes,-34.6515,-59.4307,15.53,49,2,2.91,AR,2024-08-26 19:57:57
421,baruun-urt,46.6806,113.2792,16.43,59,0,2.76,MN,2024-08-26 20:00:18
422,darwin,-12.4611,130.8418,22.99,88,2,1.79,AU,2024-08-26 20:00:20
423,fort bragg,35.139,-79.006,31.57,50,2,1.34,US,2024-08-26 20:00:22
424,oeiras do para,-2.0031,-49.8544,29.54,53,100,1.4,BR,2024-08-26 20:00:23
425,mitu,1.1983,-70.1733,26.61,87,11,0.7,CO,2024-08-26 19:58:00
426,livingston,55.9029,-3.5226,14.21,83,40,3.09,GB,2024-08-26 20:00:26
427,inhambane,-23.865,35.3833,22.99,88,0,4.63,MZ,2024-08-26 20:00:27
428,khilok,51.3674,110.4676,13.37,92,46,0.69,RU,2024-08-26 20:00:29
429,boysun,38.2061,67.1986,21.23,23,0,2.14,UZ,2024-08-26 20:00:30
430,aixe-sur-vienne,45.7986,1.1388,20.21,52,0,3.09,FR,2024-08-26 20:00:31
431,duyun,26.2667,107.5167,21.83,95,99,1.72,CN,2024-08-26 20:00:33
432,nalut,30.3333,10.85,31.68,21,3,3.88,LY,2024-08-26 20:00:34
433,san lorenzo cacaotepec,17.1333,-96.8,24.24,60,92,1.23,MX,2024-08-26 20:00:36
434,turpan,42.9333,89.1667,32.79,25,0,2.51,CN,2024-08-26 20:00:37
435,la ronge,55.1001,-105.2842,18.12,42,0,2.06,CA,2024-08-26 20:00:39
436,hola,51.5377,23.1902,21.21,63,14,3.6,PL,2024-08-26 20:00:40
437,angra do heroismo,38.65,-27.2167,28.34,69,20,4.72,PT,2024-08-26 20:00:42
438,korsholm,63.1142,21.6822,17.16,73,75,9.39,FI,2024-08-26 20:00:43
439,alcudia,39.8532,3.1214,24.27,65,0,2.52,ES,2024-08-26 20:00:44
440,kyren,51.6828,102.1408,15.6,97,99,1.11,RU,2024-08-26 20:00:46
441,bakchar,57.0186,82.0711,10.61,99,93,2.04,RU,2024-08-26 20:00:47
442,pemangkat,1.1667,108.9667,25.65,88,100,3.27,ID,2024-08-26 20:00:49
443,ryotsu-minato,38.0833,138.4333,25.12,85,100,2.82,JP,2024-08-26 20:00:50
444,i-n-salah,27.1935,2.4607,37.07,15,1,1.7,DZ,2024-08-26 20:00:52
445,kotzting,49.1769,12.8556,18.57,71,100,1.79,DE,2024-08-26 20:00:53
446,yevpatoriya,45.1972,33.3558,23.26,40,0,3.98,UA,2024-08-26 20:00:55
447,rio tuba,8.5061,117.4317,26.58,86,82,3.89,PH,2024-08-26 20:00:56
448,bairnsdale,-37.8333,147.6167,7.81,88,100,2.76,AU,2024-08-26 20:00:57
449,kotlas,61.2611,46.6556,16.98,77,6,2.2,RU,2024-08-26 20:00:59
450,verkhnevilyuysk,63.4453,120.3167,10.53,74,98,1.34,RU,2024-08-26 20:01:00
451,umarizal,-5.9906,-37.8144,33.54,27,100,2.33,BR,2024-08-26 20:01:02
452,inirida,3.8653,-67.9239,31.28,64,100,0.72,CO,2024-08-26 20:01:03
453,smithers,54.7804,-127.1743,14.18,77,100,2.06,CA,2024-08-26 20:01:05
454,kuruman,-27.4524,23.4325,14.0,24,8,2.25,ZA,2024-08-26 20:00:30
455,bonthe,7.5264,-12.505,25.45,86,93,4.17,SL,2024-08-26 20:01:08
456,azemmour,33.2895,-8.3425,21.19,82,0,3.4,MA,2024-08-26 20:01:09
457,dudinka,69.4058,86.1778,13.04,81,100,0.96,RU,2024-08-26 20:00:31
458,bonny,4.4522,7.1681,24.86,90,100,5.24,NG,2024-08-26 20:01:12
459,tirmiz,37.2242,67.2783,24.05,35,0,2.06,UZ,2024-08-26 20:01:13
460,tweed heads,-28.1817,153.547,17.88,100,38,0.0,AU,2024-08-26 20:01:15
461,amahai,-3.3333,128.9167,24.65,88,43,1.11,ID,2024-08-26 20:01:16
462,melfort,52.8667,-104.6177,21.07,35,0,3.6,CA,2024-08-26 20:01:18
463,mamuju,-2.6748,118.8885,24.95,91,79,1.8,ID,2024-08-26 20:01:19
464,marrakesh,31.6315,-8.0083,32.97,37,0,4.63,MA,2024-08-26 20:01:21
465,ust'-ilimsk,58.0006,102.6619,12.31,90,100,4.49,RU,2024-08-26 20:01:22
466,chibougamau,49.9168,-74.3659,25.79,53,20,3.09,CA,2024-08-26 20:01:24
467,kilmore,-37.3,144.95,10.39,84,87,4.16,AU,2024-08-26 20:01:27
468,cuamba,-14.8031,36.5372,22.74,49,82,1.25,MZ,2024-08-26 20:01:29
469,puerto rico,-26.796,-55.024,18.42,46,0,1.05,AR,2024-08-26 20:01:31
470,steinau an der strasse,50.314,9.4634,15.1,66,0,0.81,DE,2024-08-26 20:01:32
471,mahina,-17.5065,-149.489,24.87,61,40,2.06,PF,2024-08-26 20:01:34
472,cruz del eje,-30.7264,-64.8039,20.13,23,3,6.31,AR,2024-08-26 20:01:37
473,rockingham,42.9668,-71.0995,23.56,82,86,0.45,US,2024-08-26 20:01:39
474,bardai,11.65,7.2333,21.1,95,100,2.94,NG,2024-08-26 20:01:41
475,itamaraju,-17.0392,-39.5311,25.31,54,4,3.78,BR,2024-08-26 20:00:38
476,cuttack,20.465,85.8793,26.1,84,100,2.35,IN,2024-08-26 19:59:35
477,la rioja,42.25,-2.5,18.88,64,0,0.24,ES,2024-08-26 20:01:45
478,banda aceh,5.5577,95.3222,25.4,81,100,5.22,ID,2024-08-26 20:01:47
479,saint-pierre,-21.3393,55.4781,18.82,63,0,3.09,RE,2024-08-26 20:01:48
480,fort-shevchenko,44.5086,50.263,25.12,56,89,6.65,KZ,2024-08-26 20:01:49
481,malpe,13.35,74.7167,25.88,90,85,4.77,IN,2024-08-26 20:01:51
482,tekkali,18.6167,84.2333,26.88,80,96,2.14,IN,2024-08-26 20:01:52
483,cradock,-32.1642,25.6192,15.84,21,2,5.23,ZA,2024-08-26 20:01:54
484,xiva,41.3783,60.3639,24.94,19,7,4.63,UZ,2024-08-26 20:01:55
485,coquimbo,-29.9533,-71.3436,16.85,56,0,6.17,CL,2024-08-26 20:00:12
486,east stroudsburg,40.9995,-75.1813,31.15,56,51,2.47,US,2024-08-26 19:58:58
487,ovalle,-30.5983,-71.2003,22.47,26,0,2.35,CL,2024-08-26 19:58:06
488,buerarema,-14.9594,-39.2997,23.63,66,64,2.36,BR,2024-08-26 20:02:01
489,collie,-33.3667,116.15,15.17,89,100,7.26,AU,2024-08-26 20:02:03
490,anzio,41.4853,12.6179,27.47,72,76,4.75,IT,2024-08-26 20:02:04
491,lashio,22.9333,97.75,20.59,99,100,0.35,MM,2024-08-26 20:01:32
492,guatrache,-37.6678,-63.5302,15.85,37,98,6.44,AR,2024-08-26 20:02:07
493,salamanca,40.8333,-6.0,23.09,29,100,2.81,ES,2024-08-26 20:02:08
494,dahab,28.501,34.5134,32.47,42,1,0.53,EG,2024-08-26 20:01:06
495,prince rupert,54.3161,-130.3201,12.05,100,100,3.6,CA,2024-08-26 20:02:11
496,kuanda,56.3161,116.0806,14.01,64,100,1.11,RU,2024-08-26 20:02:13
497,bestobe,52.4994,73.0975,12.5,82,35,2.31,KZ,2024-08-26 20:02:14
498,el calafate,-50.3408,-72.2768,4.99,67,8,3.36,AR,2024-08-26 20:02:15
499,kenora,49.8167,-94.4337,24.54,50,40,3.6,CA,2024-08-26 20:02:17
500,rafsanjan,30.4067,55.9939,28.89,14,0,2.95,IR,2024-08-26 20:02:18
501,maseru,-29.3167,27.4833,10.93,18,0,1.19,LS,2024-08-26 20:02:20
502,wanning,18.8003,110.3967,26.68,87,60,2.81,CN,2024-08-26 20:02:22
503,xique xique,-10.8217,-42.7311,30.11,37,6,1.12,BR,2024-08-26 20:02:23
504,bomdila,27.25,92.4,9.5,93,62,2.56,IN,2024-08-26 20:02:25
505,tezu,27.9167,96.1667,25.2,90,41,1.62,IN,2024-08-26 20:02:27
506,axim,4.8699,-2.2405,23.83,93,98,3.43,GH,2024-08-26 20:02:28
507,mount pearl,47.5166,-52.7813,26.19,55,100,6.17,CA,2024-08-26 20:00:11
508,severo-yeniseyskiy,60.3725,93.0408,11.4,99,100,3.78,RU,2024-08-26 20:02:31
509,wusong,30.95,117.7833,28.12,77,100,2.23,CN,2024-08-26 20:02:32
510,siwa oasis,29.2041,25.5195,32.74,26,1,2.06,EG,2024-08-26 20:02:34
511,kigoma,-4.8769,29.6267,23.33,73,0,1.03,TZ,2024-08-26 20:02:35
512,king's lynn,52.7517,0.3952,17.23,73,79,3.47,GB,2024-08-26 20:02:36
513,nowy targ,49.4778,20.0323,15.94,79,38,0.58,PL,2024-08-26 20:02:38
514,san luis,-33.295,-66.3356,17.6,23,0,1.69,AR,2024-08-26 20:02:39
515,guerrero negro,27.9769,-114.0611,26.74,50,0,6.73,MX,2024-08-26 20:01:02
516,sanming,26.2486,117.6186,24.16,91,0,1.31,CN,2024-08-26 20:02:42
517,pekan,3.4836,103.3996,24.22,94,81,2.31,MY,2024-08-26 20:02:43
518,san juan de miraflores,-12.1629,-76.9635,17.29,79,73,4.97,PE,2024-08-26 20:02:45
519,cabedelo,-6.9811,-34.8339,28.37,74,14,6.75,BR,2024-08-26 20:02:47
520,isangel,-19.55,169.2667,22.52,78,40,4.94,VU,2024-08-26 20:02:48
521,khandyga,62.6667,135.6,8.66,99,50,1.48,RU,2024-08-26 20:02:49
522,sidareja,-7.4846,108.7923,20.86,98,69,0.87,ID,2024-08-26 20:02:51
523,sao paulo de olivenca,-3.3783,-68.8725,32.02,44,81,1.3,BR,2024-08-26 20:02:52
524,hotan,37.0997,79.9269,29.23,24,98,2.55,CN,2024-08-26 20:02:54
525,aldama,22.9167,-98.0667,31.55,45,24,3.26,MX,2024-08-26 20:02:55
526,erbach,49.6561,8.9964,16.38,71,0,0.88,DE,2024-08-26 20:02:56
527,hun,29.1268,15.9477,31.04,23,0,3.65,LY,2024-08-26 20:02:58
528,kibre mengist,5.8833,38.9833,15.57,82,69,0.66,ET,2024-08-26 20:02:59
529,mormugao,15.4,73.8,27.03,85,100,9.52,IN,2024-08-26 20:03:01
530,howard springs,-12.497,131.047,22.95,94,19,2.06,AU,2024-08-26 20:03:02
531,lincoln city,44.9582,-124.0179,22.42,73,8,2.68,US,2024-08-26 20:03:03
532,ouesso,1.6136,16.0517,26.99,52,70,0.92,CG,2024-08-26 20:03:05
533,quesnel,52.9999,-122.5029,21.28,52,100,5.14,CA,2024-08-26 20:01:53
534,vernon,50.2581,-119.2691,20.74,52,84,1.03,CA,2024-08-26 20:00:55
535,kodinsk,58.6881,99.1844,12.67,94,100,4.71,RU,2024-08-26 20:03:09
536,okhotsk,59.3833,143.3,13.67,94,100,2.02,RU,2024-08-26 20:03:10
537,mantua,45.1667,10.7833,26.66,70,41,1.25,IT,2024-08-26 20:03:12
538,olinda,-8.0089,-34.8553,26.85,65,40,7.2,BR,2024-08-26 20:00:05
539,sikka,22.4333,69.8333,25.31,95,100,12.92,IN,2024-08-26 20:03:15
540,houlton,46.1262,-67.8403,26.23,53,0,0.0,US,2024-08-26 20:03:16
541,antigonish,45.6169,-61.9986,25.1,67,100,0.45,CA,2024-08-26 20:03:18
542,twon-brass,4.3151,6.2418,25.41,88,97,7.12,NG,2024-08-26 20:07:02
543,jiazi,22.8779,116.067,27.23,84,80,3.95,CN,2024-08-26 20:07:04
544,canutama,-6.5339,-64.3831,36.31,24,2,1.43,BR,2024-08-26 20:07:05
545,dawei,14.0833,98.2,24.66,90,100,1.28,MM,2024-08-26 20:07:07
546,wilhelmsburg,48.1057,15.6054,21.03,90,100,1.63,AT,2024-08-26 20:07:08
547,kozhevnikovo,56.2589,83.9714,12.05,98,91,3.7,RU,2024-08-26 20:07:10
548,nadym,65.5333,72.5167,13.3,77,18,2.06,RU,2024-08-26 20:07:11
549,jiayuguan,39.8167,98.3,20.28,36,52,1.84,CN,2024-08-26 20:07:12
550,tadjourah,12.0,42.5,28.42,68,100,3.83,DJ,2024-08-26 20:07:14
551,orenburg,51.7727,55.0988,15.01,80,0,3.53,RU,2024-08-26 20:02:32
552,livno,43.8269,17.0078,18.87,70,100,3.25,BA,2024-08-26 20:07:17
553,igrim,63.1906,64.4162,14.0,82,20,1.9,RU,2024-08-26 20:07:18
554,mingora,34.7758,72.3625,22.78,80,25,1.82,PK,2024-08-26 20:07:20
555,levuka,50.1834,-105.4011,24.47,33,8,2.75,CA,2024-08-26 20:07:23
556,evesham,52.0924,-1.9489,17.55,75,100,3.21,GB,2024-08-26 20:07:25
557,oumache,34.6929,5.6809,33.57,31,90,6.3,DZ,2024-08-26 20:07:26
558,jinghong,21.991,100.7341,21.3,99,100,0.74,CN,2024-08-26 20:07:28
559,porto murtinho,-21.6989,-57.8825,25.2,11,0,2.97,BR,2024-08-26 20:05:53
560,lai chau,22.3997,103.4517,18.27,97,17,1.03,VN,2024-08-26 20:07:31
561,bununu,9.8681,9.6628,21.69,89,92,0.74,NG,2024-08-26 20:07:33
562,teluknaga,-6.0989,106.6381,28.13,83,20,2.06,ID,2024-08-26 20:07:34
563,ponta delgada,37.7333,-25.6667,25.4,78,40,4.63,PT,2024-08-26 20:07:35
564,ouro sogui,15.6,-13.3167,31.82,59,100,6.1,SN,2024-08-26 20:07:37
565,dutsen wai,10.8501,8.199,20.07,98,98,2.36,NG,2024-08-26 20:07:38
566,farah,32.5,62.5,28.26,14,0,2.6,AF,2024-08-26 20:07:40
